True;report_time;location;incident_type;summary;raw_string
1505135;2015-12-08 20:00:00;ROGER AND MICHELE DEDEAUX ENGEMANN  STUDENT HEALTH CENTER;ALARM RESPONSE;ALARM RESPONSE Environmental Alarm A radiation alarm was activated by the contents of a trash bag.;[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]ALARM RESPONSE[new_line]Environmental Alarm[new_line]A radiation alarm was activated by the contents of a trash bag.[new_line][new_line]cc: Safety[new_line]-[new_line][new_line]12/8/15[new_line][new_line] 8:00 pm[new_line][new_line]Location:[new_line][new_line]ROGER AND MICHELE DEDEAUX ENGEMANN [new_line]STUDENT HEALTH CENTER[new_line][new_line]Report #:[new_line][new_line]1505135[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line] 8:00 pm[new_line][new_line]12/8/15[new_line]-[new_line]SERVICE[new_line]A student suffering from an allergic reaction to an unknown substance was transported to a local hospital for medical [new_line]treatment.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line] 8:00 pm[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1505136;2015-12-08 18:07:00;ANNENBERG SCHOOL FOR COMMUNICATION;SERVICE;to  12/8/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line] 6:07 pm[new_line][new_line]Location:[new_line][new_line]ANNENBERG SCHOOL FOR COMMUNICATION[new_line][new_line]Report #:[new_line][new_line]1505136[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line] 6:00 pm[new_line][new_line]12/8/15[new_line]-[new_line]SERVICE[new_line]A student was examined and released after suffering an anxiety attack.[new_line][new_line]Illness Response[new_line][new_line] 9:15 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs[new_line][new_line]
1505137;2015-12-08 20:51:00;CAROL LITTLE BUILDING;BATTERY;to;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line] 8:51 pm[new_line][new_line]Location:[new_line][new_line]CAROL LITTLE BUILDING[new_line][new_line]Report #:[new_line][new_line]1505137[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line] 8:40 pm[new_line][new_line]12/8/15[new_line]-[new_line]BATTERY[new_line]A staff member reported that a student threw a water bottle at her and pushed her computer onto the floor during a dispute.[new_line][new_line]Disposition: Open[new_line][new_line] 8:51 pm[new_line][new_line]12/8/15[new_line][new_line]Battery[new_line][new_line]-[new_line][new_line]cc: Student Affairs, Judicial Affairs, HR[new_line][new_line]
1505138;2015-12-08 17:59:00;UPC PUBLIC SAFETY OFFICE;SERVICE;to  12/8/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line] 5:59 pm[new_line][new_line]Location:[new_line][new_line]UPC PUBLIC SAFETY OFFICE[new_line][new_line]Report #:[new_line][new_line]1505138[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line] 4:45 pm[new_line][new_line]12/8/15[new_line]-[new_line]SERVICE[new_line]A staff member was transported to a local hospital for medical treatment after bumping her head.[new_line][new_line]Injury Response[new_line][new_line] 4:45 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Safety[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 12/8/2015 To 12/9/2015[new_line][new_line]
1505139;2015-12-08 20:12:00;EXPOSITION BL & TROUSDALE PKY;THEFT-PETTY;to  12/8/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line] 8:12 pm[new_line][new_line]Location:[new_line][new_line]EXPOSITION BL & TROUSDALE PKY[new_line][new_line]Report #:[new_line][new_line]1505139[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line] 8:00 pm[new_line][new_line] 8:10 pm[new_line][new_line]12/8/15[new_line]THEFT-PETTY[new_line]Two juveniles were detained for questioning after they borrowed a phone from a student and ran away with it.  The phone [new_line]was recovered from a third juvenile and all of them were released to their guardians after the student declined criminal [new_line]prosecution of the matter.[new_line][new_line]Disposition: Open[new_line][new_line]Theft Petty-Plain[new_line][new_line]
1505140;2015-12-08 23:47:00;EXPOSITION BLVD. PARKING STRUCTURE;PROPERTY;to  12/8/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line]11:47 pm[new_line][new_line]Location:[new_line][new_line]EXPOSITION BLVD. PARKING STRUCTURE[new_line][new_line]Report #:[new_line][new_line]1505140[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line]11:50 pm[new_line][new_line]12/8/15[new_line]PROPERTY[new_line]An emergency phone face plate was removed by unknown means.[new_line][new_line]Damaged Property[new_line][new_line]11:59 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1505141;2015-12-08 19:39:00;SHRINE AUDITORIUM;THEFT-PETTY;to  12/9/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line] 7:39 pm[new_line][new_line]Location:[new_line][new_line]SHRINE AUDITORIUM[new_line][new_line]Report #:[new_line][new_line]1505141[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line] 7:35 pm[new_line][new_line]12/9/15[new_line]THEFT-PETTY[new_line]A suspect was arrested for removing a student's bicycle from the location.[new_line][new_line]Theft Petty-Plain[new_line][new_line] 7:39 pm[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1505142;2015-12-08 23:18:00;THE LORENZO APARTMENTS;HARASSMENT;to  12/4/15;[new_line][new_line]12/8/15[new_line][new_line]-[new_line][new_line]11:18 pm[new_line][new_line]Location:[new_line][new_line]THE LORENZO APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1505142[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/4/15[new_line][new_line]11:00 pm[new_line][new_line]12/4/15[new_line]HARASSMENT[new_line]A student reported that an acquaintance taped an inflammatory letter to her on her apartment door and also posted a vague [new_line]threat to her on a social media site.[new_line][new_line]Disposition: Open[new_line][new_line]Harassment[new_line][new_line]11:00 pm[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1505143;2015-12-09 08:26:00;RONALD TUTOR CAMPUS CENTER;HARASSMENT;to  12/9/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line] 8:26 am[new_line][new_line]Location:[new_line][new_line]RONALD TUTOR CAMPUS CENTER[new_line][new_line]Report #:[new_line][new_line]1505143[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line] 9:00 pm[new_line][new_line]12/9/15[new_line]HARASSMENT[new_line]A staff member reported receiving multiple harassing phone calls from an acquaintance.[new_line][new_line]Harassment[new_line][new_line] 9:15 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: HR[new_line][new_line]
1505144;2015-12-09 10:09:00;HEALTHCARE CENTER 2;;;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]10:09 am[new_line][new_line]Location:[new_line][new_line]HEALTHCARE CENTER 2[new_line][new_line]Report #:[new_line][new_line]1505144[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]
1505145;2015-12-09 10:17:00;BRIDGE MEMORIAL HALL;SERVICE;to;[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10:09 am[new_line][new_line]12/9/15[new_line]-[new_line]SERVICE[new_line]A non-USC female was examined and released at the scene after being struck on the head by a parking control arm.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Injury Response[new_line][new_line]10:30 am[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]cc: Safety[new_line]-[new_line][new_line]12/9/15[new_line][new_line]10:17 am[new_line][new_line]Location:[new_line][new_line]BRIDGE MEMORIAL HALL[new_line][new_line]Report #:[new_line][new_line]1505145[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line]10:15 am[new_line][new_line]12/9/15[new_line]PROPERTY[new_line]A staff member recovered a bicycle from a theft suspect.[new_line][new_line]10:53 am[new_line][new_line]-[new_line][new_line]Recovered/Impounded Bicycle[new_line][new_line]Disposition: Open[new_line][new_line]
1505146;2015-12-09 11:09:00;PARKSIDE APARTMENTS I;THEFT-PETTY;12/9/15  -  to;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]11:09 am[new_line][new_line]Location:[new_line][new_line]PARKSIDE APARTMENTS I[new_line][new_line]Report #:[new_line][new_line]1505146[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12:00 am[new_line][new_line]12/9/15[new_line]THEFT-PETTY[new_line]A suspect removed a bicycle.[new_line][new_line]-[new_line][new_line]11:00 am[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition:[new_line][new_line]Inactive Investigation[new_line][new_line]
1505147;2015-12-09 10:49:00;NORRIS TOPPING TOWERS;HARASSMENT;to  12/2/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]10:49 am[new_line][new_line]Location:[new_line][new_line]NORRIS TOPPING TOWERS[new_line][new_line]Report #:[new_line][new_line]1505147[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/2/15[new_line][new_line] 8:00 am[new_line][new_line]12/2/15[new_line]HARASSMENT[new_line]A staff member reported that another staff member's disruptive and confrontational behavior has caused her to feel [new_line]uncomfortable.[new_line][new_line]Disposition: Open[new_line][new_line]Harassment[new_line][new_line] 5:00 pm[new_line][new_line]-[new_line][new_line]cc: HR[new_line][new_line]
1505148;2015-12-09 11:16:00;SAN PABLO ST & ALCAZAR ST;DEATH;to  1/1/00;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]11:16 am[new_line][new_line]Location:[new_line][new_line]SAN PABLO ST & ALCAZAR ST[new_line][new_line]Report #:[new_line][new_line]1505148[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]1/1/00[new_line][new_line]12:00 am[new_line][new_line]1/1/00[new_line]DEATH[new_line]A construction worker died from injuries sustained in a fall.[new_line][new_line]12:00 am[new_line][new_line]-[new_line][new_line]Death by Non-Criminal Cause[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Safety[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 12/9/2015 To 12/10/2015[new_line][new_line]
1505149;2015-12-09 12:22:00;KECK HOSPITAL OF USC;SERVICE;to  12/9/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]12:22 pm[new_line][new_line]Location:[new_line][new_line]KECK HOSPITAL OF USC[new_line][new_line]Report #:[new_line][new_line]1505149[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line]12:23 pm[new_line][new_line]12/9/15[new_line]-[new_line]SERVICE[new_line]A non-USC female was transported within the facility after complaining of difficulty breathing.[new_line][new_line]Illness Response[new_line][new_line] 1:12 pm[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
1505150;2015-12-09 12:19:00;CENTURY APARTMENTS;SERVICE;to;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]12:19 pm[new_line][new_line]Location:[new_line][new_line]CENTURY APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1505150[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]11:45 am[new_line][new_line]-[new_line]12/9/15[new_line]SERVICE[new_line]A student was transported to SHC for medical treatment after complaining of dizziness and feeling faint.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line]12:10 pm[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1505151;2015-12-09 11:10:00;KENNETH NORRIS JR. CANCER HOSPITAL  RESEARCH INSTIT;SERVICE;to  12/9/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]11:10 am[new_line][new_line]Location:[new_line][new_line]KENNETH NORRIS JR. CANCER HOSPITAL [new_line]RESEARCH INSTIT[new_line][new_line]Report #:[new_line][new_line]1505151[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line]11:10 am[new_line][new_line]12/9/15[new_line]-[new_line]SERVICE[new_line]A staff member was examined and released at the scene after complaining of chest pain.[new_line][new_line]Illness Response[new_line][new_line]11:31 am[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1505152;2015-12-09 12:53:00;KENNETH NORRIS JR. CANCER HOSPITAL  RESEARCH INSTIT;SERVICE;to;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]12:53 pm[new_line][new_line]Location:[new_line][new_line]KENNETH NORRIS JR. CANCER HOSPITAL [new_line]RESEARCH INSTIT[new_line][new_line]Report #:[new_line][new_line]1505152[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12:53 pm[new_line][new_line]-[new_line]12/9/15[new_line]SERVICE[new_line]A non-USC female was treated and released at the scene after falling and sustaining abrasions to her face, arm and knees.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Injury Response[new_line][new_line] 1:16 pm[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line]
1505153;2015-12-09 13:58:00;1400 NORFOLK ST;THEFT-MOTOR VEHICLE;to  12/9/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line] 1:58 pm[new_line][new_line]Location:[new_line][new_line]1400 NORFOLK ST[new_line][new_line]Report #:[new_line][new_line]1505153[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line] 5:00 am[new_line][new_line]12/9/15[new_line]THEFT-MOTOR VEHICLE[new_line]A suspect removed the tailgate from a truck.[new_line][new_line] 2:00 pm[new_line][new_line]-[new_line][new_line]Theft from Motor Vehicle[new_line][new_line]Disposition: Open[new_line][new_line]
1505154;2015-12-09 13:52:00;2633 ELLENDALE PL;THEFT-PETTY;to  12/8/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line] 1:52 pm[new_line][new_line]Location:[new_line][new_line]2633 ELLENDALE PL[new_line][new_line]Report #:[new_line][new_line]1505154[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]12/8/15[new_line][new_line] 8:00 am[new_line][new_line]12/7/15[new_line]THEFT-PETTY[new_line]A suspect removed a package containing a coat.[new_line][new_line] 3:00 pm[new_line][new_line]-[new_line][new_line]Theft Petty-Plain[new_line][new_line]Disposition: CLOSED[new_line][new_line]
1505155;2015-12-09 14:07:00;TRANSPORTATION MAINTENANCE YARD;TRAFFIC;to  12/9/15;[new_line][new_line]12/9/15[new_line][new_line]-[new_line][new_line] 2:07 pm[new_line][new_line]Location:[new_line][new_line]TRANSPORTATION MAINTENANCE YARD[new_line][new_line]Report #:[new_line][new_line]1505155[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12/9/15[new_line][new_line] 1:45 pm[new_line][new_line]-[new_line]12/9/15[new_line]TRAFFIC[new_line]A non-USC male backed a delivery truck into an entrance gate, causing unspecified damage.[new_line][new_line]Traffic Collision Without Injuries[new_line][new_line] 2:00 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Risk Management[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 12/9/2015 To 12/10/2015[new_line][new_line]
